x,y,z,t
0.99,0.0,0.0,0.0
0.92862,0.246708,0.0024698520000000002,0.01
0.8930002784460358,0.4825453512890263,0.00668320659513724,0.02
0.8805748293417546,0.7137235569415806,0.012594507572614946,0.03
0.8894894960840101,0.9459221142403148,0.020333196652063422,0.04
0.9185101293293456,1.1844534246440082,0.030191425650749955,0.05
0.9669511249739638,1.434406976559545,0.042628079579227124,0.060000000000000005
1.034621156869873,1.7007768889708894,0.05828727611298683,0.07
1.1217834830133073,1.9885760292132635,0.07803101373861063,0.08
1.229128639764088,2.302939044957689,0.10298689237700598,0.09
1.357757654961008,2.6492157185785934,0.13461295513339167,0.09999999999999999
1.509174107536631,3.0330549801247515,0.174782786762045,0.10999999999999999
1.6852834284442384,3.4604785944310583,0.22589510853420985,0.11999999999999998
1.8883977535020806,3.937941823501305,0.29101324997742817,0.12999999999999998
2.121244366309071,4.472376064420729,0.3740410279460832,0.13999999999999999
2.386975252908054,5.0712053227442775,0.47994262402570903,0.15
2.6891744497856305,5.742324077955235,0.6150148101615442,0.16
3.0318585947232113,6.4940182357304685,0.7872199355809457,0.17
3.4194642453027555,7.334802996138651,1.006586775432241,0.18000000000000002
3.8568129412619396,8.273141174840918,1.2856825365978553,0.19000000000000003
4.3490414664190356,9.316992566002876,1.6401512651386865,0.20000000000000004
4.9062064157547205,10.4822691364823,2.0977749960210508,0.21000000000000005
5.529340536667957,11.764321581917297,2.6761579175918815,0.22000000000000006
6.22310115971009,13.163061092167586,3.403862392405885,0.23000000000000007
6.991180913087356,14.672372210577795,4.314139280719508,0.24000000000000007
7.835614860183849,16.277564659213326,5.444431333780701,0.25000000000000006
8.755871800767947,17.952360534068397,6.834943650257427,0.26000000000000006
9.747727275727895,19.65567759019282,8.525844522970608,0.2700000000000001
10.80196634319492,21.328767491315226,10.552662983002806,0.2800000000000001
11.903047163833119,22.893655580844147,12.939630052384544,0.2900000000000001
13.027969827977138,24.254206286602127,15.691183889370437,0.3000000000000001
14.145716253395129,25.301282674282444,18.782689783905752,0.3100000000000001
15.217703259785349,25.923049458478847,22.152503585274424,0.3200000000000001
16.199641916489007,26.020200550421464,25.698412490422367,0.3300000000000001
17.047531724035593,25.546529312091693,29.268098995120972,0.34000000000000014
17.71966899051473,24.464097886091984,32.72371157682141,0.35000000000000014
18.17949071498166,22.800564312899564,35.90341611965883,0.36000000000000015
18.401097630003576,20.635994610963106,38.661707463996606,0.37000000000000016
18.37204079276496,18.092935617563683,40.888547194889675,0.38000000000000017
18.0942888462733,15.319126322478514,42.52173093003583,0.3900000000000002
17.58332517198086,12.467299254709333,43.55013762333267,0.4000000000000002
16.865727028938718,9.676780767172051,44.00830367761838,0.4100000000000002
15.97581875976178,7.060309628515014,43.96492669118583,0.4200000000000002
14.94613091099057,4.708380003931094,43.49397666999932,0.4300000000000002
13.826415961750694,2.659307629825055,42.713334016164026,0.4400000000000002
12.653021221635901,0.925867075676823,41.71329225411327,0.45000000000000023
11.45810523726146,-0.5005922420210671,40.57231044066143,0.46000000000000024
10.268826945565674,-1.6432312349512548,39.35432818871034,0.47000000000000025
9.10710561806161,-2.533670892708218,38.108497026141016,0.48000000000000026
7.989789077517853,-3.207227444105397,36.870449466275204,0.49000000000000027
6.929085492435084,-3.6994914559548437,35.664366562124414,0.5000000000000002
5.933141221868024,-4.044100937060277,34.505303135968106,0.5100000000000002
5.006676205063867,-4.271467717189138,33.40142329189422,0.5200000000000002
4.148871542309281,-4.401738855341235,32.356658157585464,0.5300000000000002
3.3656431303264998,-4.465418490885245,31.372204331609144,0.5400000000000003
2.6539633665655904,-4.481677710923994,30.444830115842443,0.5500000000000003
2.0097488577375295,-4.466038399869657,29.57043758260666,0.5600000000000003
1.4282378578149606,-4.430937076846641,28.74465732774874,0.5700000000000003
0.904279502985673,-4.38624719920644,27.963222316168242,0.5800000000000003
